Gene symbol	VALUE
XLOC_l2_015315	0.090063296
ZNF805	0.5582176
SEC14L2	-1.5534115
NPHP1	0.91186756
	0.6734347
XLOC_012614	-1.6961983
XLOC_007432	0.09541135
XLOC_002075	0.096324116
LOC100506982	0.9996824
LOC339894	0.09827438
ZNF197	-0.12928244
CCDC76	1.1404818
PLCB4	2.588584
C8orf66	1.6589384
PDCL	0.8247451
OVCH1	0.10640176
HS3ST6	0.10747842
XLOC_009582	-0.38854975
LOC144486	0.68748707
LINC00486	2.4640846
MAGEB2	-3.518959
TUBA4A	0.72610664
FCRLB	-5.8512454
XLOC_003660	0.11949844
XLOC_012097	0.32150745
UBE2Q2P2	-0.14471528
XLOC_006316	0.12397881
XLOC_001323	1.9052254
SMC1B	-0.23404816
TLX2	-2.4044118
LOC440386	-0.31975222
GART	0.6409407
LOC100507244	0.13305266
FAM9B	-2.1142216
PISD	1.3121843
	0.52261925
USP45	0.10314852
XLOC_005997	0.13990134
	0.21302336
XLOC_011131	0.65302795
	0.14340922
XLOC_002012	0.14457251
ARMCX1	-7.1725736
XLOC_002075	0.43878704
TTTY15	-3.2902224
XLOC_004829	0.15159649
ATP11A	1.024869
TSIX	-0.042697147
XLOC_014022	0.15757176
XLOC_001546	-1.1547058
	0.284248
XLOC_003400	-2.4312816
MARCH2	1.1739268
FNDC8	0.16360898
RBMXL2	0.16488837
HSPB11	-1.0970591
DZIP1L	-2.6164043
AGR2	4.090042
CACNA1C	0.1713419
SWI5	0.98578745
LOC100287765	0.504025
AMPD1	-1.6744362
MTRNR2L7	-0.011366881
XLOC_004727	0.17940648
RPL26	0.23749547
GRM2	-2.2107224
TRIM39	0.018871346
XLOC_004059	0.1897448
RBP7	-4.3647785
CNTN2	-1.4028038
VLDLR	-2.0641625
	0.1974432
EDF1	0.89537907
HTR2C	0.20086673
NELF	3.8906336
MSI2	1.589181
SUPT16H	0.13130467
XLOC_000175	-0.772763
XLOC_000948	0.12679285
LOC100128531	-1.049751
CLNS1A	-1.5176402
XLOC_007820	0.4091125
LOC100506302	0.045929927
CHN1	-5.350947
ATP10B	4.469364
LOC100505854	-0.18306822
PCDHA13	0.100266434
ZFYVE28	-0.3354263
XLOC_l2_008140	-0.24178411
	0.09505748
	-2.0902398
XLOC_001952	-1.1339517
XLOC_008522	0.6046652
	0.08938647
MXI1	1.230238
ITGAX	-3.15752
SGMS2	3.1474514
XLOC_l2_011911	0.5436505
XLOC_003551	1.221114
NINJ2	-0.069660135
LOC100499183	0.019758685
XLOC_004864	0.07766524
GLP1R	0.07989554
HADHB	-0.6377934
S100A1	-2.8750968
SIKE1	0.14209086
XLOC_010940	0.9538163
C16orf92	0.2874179
XLOC_002473	-0.25727877
	1.2115798
CHRNA5	0.32702833
LOC100507039	-1.1604776
CECR7	-1.2208942
MGC39584	-1.5366821
ERV18-1	0.07900276
ACSBG1	0.07935017
XLOC_l2_014876	0.080141224
TAF5	0.112164095
LOC149773	-3.0676298
WDR52	0.39254433
TCF20	2.13377
LOC100653003	0.5257405
XLOC_007235	0.37976542
NAIF1	0.96499825
	1.3990722
C17orf89	0.8077429
TOMM5	0.42746735
MAPK12	0.90446836
HS3ST3B1	-3.8989015
XLOC_005397	0.08902465
SARDH	-2.854806
XLOC_000745	0.3004157
SNORD43	-0.06993867
LOC100507470	0.0960358
XLOC_000529	0.09698452
GULP1	1.5123843
XLOC_l2_010625	-4.0125594
AFF2	0.10290736
FLJ37035	0.60730696
	-0.63346434
XLOC_008165	0.107058525
SHC2	1.966391
XLOC_011102	1.1071419
LOC338579	0.54761904
ANK1	-4.3954434
	2.0525556
GABBR1	-2.265862
CNTRL	0.2669998
XLOC_013535	0.118988425
MSTO2P	-0.7770576
	1.8436855
SPOPL	0.261569
TYW5	-0.21742773
SUGT1P1	0.79269403
CRYGD	-0.50947875
HSP90AA1	-0.8427658
XLOC_011111	0.5086493
BNIPL	-3.0359213
RBPJL	-0.60675997
XLOC_012387	-0.44660234
HPVC1	0.60179436
PELI2	-4.374261
TSHZ2	-1.2398131
CRB2	0.14050247
Q9EPR2	0.54409117
ANKRD22	4.8088293
XLOC_l2_013153	0.14860892
ZNF843	0.30190083
LRRC33	-2.0880833
ANO1-AS2	-1.834224
GORASP1	1.0211544
LINC00265	-0.6595737
USF2	1.1397285
ST3GAL3	-0.29878283
XLOC_000083	0.78104466
SPON1	-3.770389
	0.16544865
APP	0.7756244
NPFFR1	-0.13876691
LOC143666	-0.03603855
GOLGB1	0.45984742
LOC100652742	-0.058157697
LOC401357	-0.13336852
C11orf95	-0.31042573
B3GALTL	-1.7741605
	0.1827423
XLOC_010496	0.18419662
LOC283914	-0.14814013
KIAA1804	0.52436346
TRIM43	0.18861571
MRPL1	1.1452914
XLOC_000041	0.1932113
LOC100506924	0.4849093
EYS	0.19812424
UGT2A2	0.19980471
	0.20151658
RPL41	0.17034519
GSTT2B	-0.5973973
DSCR3	1.5520954
XLOC_l2_011885	2.4337273
XLOC_003970	1.0413358
ACACB	-1.732325
GRM7	0.12045986
	0.11033292
MANBAL	0.08943092
SUSD5	0.103859246
	-0.59752744
XLOC_l2_004706	-1.0253024
SLC15A4	-0.31744093
XLOC_010392	0.09643143
XLOC_005034	-0.9830744
CACNA1B	0.08934282
	0.08701974
	0.037775494
CHST6	-0.09548573
XLOC_005866	-0.5343919
XLOC_001872	0.08327155
UFD1L	0.1914778
EML4	-0.1717215
XLOC_008964	0.08010315
LOC92249	0.17042634
HOXD9	0.07893747
BACE1	-2.596101
RHBG	-4.192252
MLLT6	1.0312575
HLA-DOA	0.07826371
NF2	-0.33721158
XLOC_001410	0.07882381
LOC283854	0.80372864
TAF10	0.59554386
XLOC_013459	0.079816625
ZNF189	1.2180346
CYP4B1	0.08109931
	0.081585996
XLOC_l2_001273	2.2688012
XLOC_l2_005116	0.62948203
XLOC_010471	0.08331911
RFC4	-0.0327302
PDE4DIP	-4.78753
TAF7	0.71167654
LCN8	1.8850021
	-2.5628395
ZSCAN12	-2.7656808
HSFY2	0.08804819
HIST2H4B	0.77625364
XLOC_l2_012870	1.0010357
SCFD1	0.47843066
XLOC_011219	-0.026510285
TRIM3	-0.2778287
LOC100271722	0.16201293
XLOC_010544	1.6844089
PEX13	0.59259325
GNB3	-1.6458193
MKLN1	-0.19383813
	0.8580725
KLRAP1	-0.19066235
ATP2A2	0.8189117
CD58	-1.1012526
XLOC_l2_006862	0.21815109
XLOC_002719	0.1066361
PCDH1	1.6179048
XLOC_008659	0.108787
P2RY12	0.110876895
XLOC_003719	0.113027535
SNORD4B	-0.13327742
RPL10	0.076889135
XLOC_000236	0.4455409
XLOC_005890	0.11850088
FAM167A	-3.5668387
KALRN	-0.123596214
SEPT9	0.30919558
DDX6	0.37813568
RNF20	0.3476676
LOC100507404	0.7563897
XLOC_006353	0.37012544
AMIGO2	-7.2590013
TSSK6	0.13308121
XLOC_000506	0.13422059
STON1-GTF2A1L	0.13535921
AIMP2	0.8397617
LOC285547	-0.49035314
	0.88992214
	-0.14992002
LCN1	0.039738037
LOC100505909	-2.09856
XLOC_l2_013153	-1.3518304
LOC100507073	0.1480017
PIK3C2A	0.025824573
ZKSCAN4	-0.11883104
	0.13059711
XLOC_004764	0.44370076
GABRA4	0.16104253
SUOX	0.36303535
FARP2	-0.2472044
P2RX5	-1.5834664
SHKBP1	0.36159137
ASPN	0.16850518
XLOC_001547	1.2887175
CRISP2	-0.7811276
LOC100652850	-0.72054964
KIAA1430	0.92334217
BEND6	-2.0073004
RPS27	0.42083505
KIAA1919	1.6782621
FLJ33996	-1.9778323
ZNF878	-0.2467156
LRPPRC	-0.44655126
LRRC7	0.18619648
SLAMF1	0.18918511
CLEC4C	0.19225775
ISPD	-0.31991342
LOC284837	0.1954425
DDI2	1.4149842
LOC401490	0.198713
XLOC_013240	-1.4476466
XLOC_011947	0.20212157
XLOC_007761	0.09657233
C12orf62	0.121924415
CREB3L4	0.35968402
MILR1	-2.3737564
USP16	0.5193653
MIIP	-0.77267843
LOC100505530	0.1122758
SLC25A3	-0.006256085
XLOC_001314	0.10773478
PITHD1	0.45471486
	0.54615366
CUX2	-1.4529613
XLOC_002736	-0.31388187
PRDM12	-1.1466609
MIR137HG	0.0962395
XLOC_012456	0.094787754
XLOC_014508	-0.65183717
MARCO	3.4659941
XLOC_l2_005197	0.089308225
LOC399829	0.08814203
XLOC_001441	-0.40834287
XLOC_005730	1.5533361
LOC727710	0.08197065
XLOC_010496	0.08080045
GUSBP11	-1.179495
XLOC_004351	0.07952336
XLOC_008649	0.07921131
NPW	-0.853799
LOC100505940	0.07860282
HAS3	0.80240154
FRA10AC1	1.2493039
LINC00152	-0.9874228
RNF130	0.34202203
SFT2D3	-0.02834796
	0.114970125
CHRM4	1.2237906
XLOC_013685	0.07912389
PPP2R2B	-5.2767344
FAM105A	4.2169495
C1QL3	0.07996502
PRPS1L1	-0.09872236
SVOP	0.08072874
ARAF	-0.00172619
LIMS2	-4.246319
PDE4D	3.3559182
XLOC_001125	0.08381803
XLOC_003167	0.08442936
H6PD	1.1589078
	1.5698955
	0.08655789
BEND3	1.1562015
XLOC_010720	-0.82769394
SNAI3	-1.4292277
MLK7-AS1	0.09024506
LOC100509205	-0.26326942
OR2M5	-0.9911189
LOC644242	1.8373396
XLOC_009284	0.5105972
TMEM38B	0.6555434
XLOC_002615	0.09549602
LOC100652820	0.12820536
LOC100509763	2.6329525
XLOC_010236	0.77062005
	2.1146338
CACNG8	1.1059223
ZBTB3	-0.32389355
RIT2	-0.7912437
IPO7	-0.35981464
XLOC_009324	0.10623624
XLOC_008358	0.10832424
LOC100507265	0.7530485
RABGEF1	-0.9280977
AKT3	-6.969674
MEMO1	-0.28862846
NOC2L	0.6314965
FAM124B	-2.312749
MT1E	1.1398096
	0.11803442
AP1B1	1.1767532
XLOC_000702	1.3797269
XLOC_001954	0.35779482
MAST1	-2.36487
INF2	-0.34885785
	-1.2957306
	-0.08472729
FRG1B	-1.9024376
XLOC_002223	0.13142918
PRMT1	0.84016603
XLOC_009024	-2.1631265
MANEA	1.8470916
XLOC_013308	0.5033598
DPP8	-0.68615913
DDX60	0.7755576
LOC100288346	-0.119576074
TBX19	-0.059784904
	-0.20728108
XLOC_006028	3.6114967
psiTPTE22	-3.2511365
HIRIP3	-0.12245561
XLOC_001747	0.5356017
XLOC_l2_015892	4.636439
ASB6	0.07810649
ORAOV1	-0.52094555
TTC3	1.4478211
	0.15439847
XLOC_004211	-0.39473242
	0.49521545
XLOC_l2_008226	-1.0240566
XLOC_004759	0.16158031
LOC100507605	0.16279174
RAD51D	0.43545482
NOL12	0.14103988
R3HCC1	0.5849266
MAN2A1	-1.4906787
PCDHGA7	0.46395537
KDM5C	1.2004933
EGFR	0.22124489
OPA1	-0.087618805
ZNF714	0.05417735
ELOVL5	0.47659975
LOC100130938	-2.944622
CRYM	-2.943892
NCR1	0.28254083
	-1.2902817
ATAD3B	-0.35556507
KLRG1	-0.44416055
XLOC_l2_000324	0.19771568
LIF	2.5590076
C12orf69	0.20100978
LOC100129048	-2.4338312
XLOC_013452	-2.5573547
	0.48806188
NF1	0.64095265
ST7-OT4	-0.23330691
ENDOV	-0.31181908
XLOC_003425	-0.035341058
XLOC_l2_002076	0.15130724
XLOC_001894	0.11678956
CDCA7L	0.17897889
NGDN	-0.28402138
	0.21610978
SNX30	0.910561
MICALL1	1.5666999
NDOR1	0.47587207
XLOC_003498	-3.571462
OR5T3	0.09621263
CMTM7	1.2051505
PPFIBP2	-0.2209658
LOC100506257	0.7625667
FAM86B1	0.8717985
FLJ40288	0.08624785
ANKRD10	-0.21032806
XLOC_l2_003335	1.3874496
KIR2DS4	0.082818076
XLOC_l2_007566	-2.8783836
DPEP1	5.3070817
	0.20913011
EFHB	1.6324292
XLOC_l2_007419	0.07919048
GOLGA3	-0.23055981
FAM82A2	0.055666883
XLOC_003457	0.07883944
PCBD1	1.5274706
XLOC_012904	0.07890083
PHF10	0.73161125
XLOC_003574	0.079804905
RPS26	0.3737135
XLOC_011565	0.08045387
BIRC7	-1.9284196
PCDHGA2	-0.43750274
TNN	-1.9338055
	0.015127122
CSTT	0.082667366
ZNF738	0.27933216
INTS4	1.1569176
LINGO4	1.330084
KRTAP9-1	-0.06955347
LOC100506047	-0.638
	0.08632804
BCAS3	0.5358944
RBMY3AP	0.087760486
LINC00028	-0.41442952
XLOC_003833	0.090052634
PC	-0.5795746
XLOC_008282	0.48707223
PXN	0.11064101
XLOC_000475	0.093413696
FRMPD4	0.09517856
PHF23	0.94086015
ITGB5	-0.7174684
RPS2P32	0.6602326
C8orf68	-0.324473
	0.10280983
LY86	-3.620513
XLOC_012879	0.10483035
XLOC_005246	0.10688525
CSRNP3	6.264139
XLOC_014297	0.33703396
LLGL1	0.1100305
UBR1	0.087804824
XPO5	0.41943407
XLOC_004826	0.11647946
ZNF521	-4.0596476
AKR1B10	-1.1802825
LOC100653259	0.003344965
SNORA77	0.12307896
GZMH	0.64163417
XLOC_003790	0.1275473
USP15	-0.8812084
XLOC_002102	0.12977463
XLOC_003164	0.13203055
C10orf68	0.7760477
	0.13429251
STRA6	-2.050757
ATAD3B	-0.2854653
KIAA1661	-1.0814735
XLOC_010811	1.4639112
P39194	0.25084877
LOC100505625	0.14109509
POTEF	-0.576436
FAM75D4	0.14450935
BCAR1	0.6107659
PGRMC1	-0.60442066
C2orf66	0.1479733
RNF145	1.0397304
CNOT4	0.4608126
TNKS	-0.6509866
KRTAP4-6	0.152499
GOLGA6A	0.8862316
USP27X	-0.9245496
XLOC_005163	0.1573198
XLOC_013579	0.16098252
SPSB1	-0.035830934
XLOC_010390	2.2220125
GLTSCR2	0.086101554
TLK1	1.2622088
XLOC_002878	0.16956845
XLOC_009108	0.17084546
LOC100288160	0.17214149
CXorf49B	1.8113151
FLJ34503	0.17475078
PROM2	3.7110012
CCDC149	3.4902413
XLOC_l2_011204	-0.03888128
ALX1	-4.0367913
XLOC_013018	-0.295578
MRPL54	0.24681944
EDN3	1.2002873
FAM108A1	-0.5829362
SRBD1	0.42572019
XLOC_004860	0.19340776
BAIAP2L1	1.0782166
XLOC_009748	0.729383
AIF1	1.2073312
RRAGC	0.23078156
RGS22	-1.8816637
VSX1	-1.580494
	0.8207664
ZNF275	0.6536578
ASB1	0.5253859
TMEM203	0.025475519
LRRN3	-3.3119147
XLOC_l2_014797	-0.35100833
XLOC_013921	-1.9028943
NUDT9	0.39983752
FLJ36848	0.10706554
ARPC4-TTLL3	-0.11357395
XLOC_004657	0.10306621
OR10T2	0.10116331
HLA-DMA	0.23779917
CTRB2	-0.08197299
LAPTM4B	-0.2675801
KRTCAP3	2.8984613
FLJ25758	0.09180031
XLOC_001108	0.09044926
DTNA	0.089302085
FAM133B	-0.35925472
HORMAD1	-2.2731
LOR	0.086205564
	0.11728386
LOC100124692	0.084561065
	1.2184072
LRR1	0.009365976
XLOC_011119	0.08237793
XLOC_001415	0.08181043
NFATC2	-1.1798203
LRRTM4	-1.3426212
LOC100506071	0.40434548
XLOC_010012	0.079844445
LOC285401	-1.418579
XLOC_008508	0.5857305
AHSA2	-1.6762913
	0.18915194
AHDC1	-0.1418728
C13orf35	0.079339914
PADI2	1.8608592
RPP30	-1.4148774
KRTAP19-5	1.195058
CDRT15P2	-0.03842993
XLOC_003263	-0.39749765
ABCB6	-2.5248308
FGFR1	-5.0429797
SKAP2	0.25159264
UBE4B	0.08272632
NLGN2	-2.5454617
NPPB	-3.6478565
SPIN2B	-0.22022904
XLOC_011216	2.479982
ZNF678	-1.0179024
XLOC_005077	0.087636836
XLOC_l2_010511	0.23928446
SS18L2	0.18323995
FGL1	-7.7766876
C10orf25	-3.2781146
XLOC_002307	0.09148994
SESN3	-2.673222
SLC9B1	0.09491674
XLOC_008200	0.095813096
RPS18	-0.09296229
KLHL36	-0.059625637
SLC18A1	-1.8289098
	0.039307483
XLOC_000711	-1.3301944
LOC100129361	1.1700387
XLOC_007169	2.7645206
XLOC_012429	0.103464544
LOC100131047	0.10548959
	0.10651294
XLOC_002427	2.6090443
SCARNA7	-0.476735
FOXQ1	3.1681557
CCDC163P	2.499474
STAM2	1.0448319
ADCK1	1.0995585
LOC100128703	0.4673477
	1.2882881
	0.5548896
C13orf27	0.40254396
FAM172BP	-0.654672
XLOC_003636	0.12704971
GDF5	-2.1587095
RBMXL1	-0.25785166
MYOM2	1.2112166
XLOC_l2_001138	-1.2251735
TMEM130	-3.9908829
LOC389834	-1.0418768
LIMCH1	0.066445306
C16orf5	-0.190607
LINC00202	-0.0842456
SH2D6	-0.66654885
XLOC_013938	0.14281756
ATP5L2	0.14386116
XLOC_l2_011095	0.14510296
C12orf45	0.48134997
XLOC_l2_000941	1.3970294
RNF4	0.39448547
ZNF441	-0.6905922
XLOC_l2_014830	0.030281022
LOC100130855	0.9741716
FAM78A	-4.205256
ASNSD1	0.7366523
BLNK	-1.9795574
POPDC2	0.028287856
BRD7	0.20170785
LOC100507570	0.1626656
XLOC_008528	0.55544233
PDE4DIP	-0.14713137
	0.4615936
XLOC_000340	0.058093816
HLA-DPB1	-6.157954
BEX2	-5.4412913
OR5E1P	0.17134969
PART1	5.055829
RNF207	-1.024026
ADAMTS19	2.611405
	0.3038199
RAG1	-2.3776784
HOTAIR	-3.075706
XLOC_001110	1.5739716
HRSP12	-0.0865449
LOC150185	0.66139835
XLOC_008260	0.1864418
SNORD115-27	0.18786868
PLXNA4	0.5758304
XLOC_003615	5.582396
SLAMF1	0.17436266
MUC21	-0.99585634
XLOC_002909	0.26666188
LOC100507025	-2.8206663
YTHDF1	0.27144706
SCG5	-6.8821325
DLG3	0.51022524
USP6	0.20396926
XLOC_000555	1.4005015
	2.267209
	0.071965724
SAMD8	0.6023603
XLOC_l2_004640	0.3910322
TMBIM4	0.220893
FAM168A	0.12379289
ADCY7	-3.7692275
C10orf129	0.108905025
IKBKB	-0.08866689
XLOC_006316	0.10473375
XLOC_l2_015892	0.102796376
	0.10096144
CAV1	-6.6717973
CROCCP3	-0.011589905
	0.09447223
DCP1A	0.45312214
FLJ33544	0.091751575
OBFC2A	-1.2868028
KRTAP17-1	0.08934428
SMARCB1	0.3544064
MGC4473	0.4868662
PUS7L	0.08630326
XLOC_003695	0.011770159
DKFZp566F0947	0.08461572
XLOC_l2_007286	0.08387516
	0.15267307
ACHE	-0.086798206
STATH	0.08203515
	0.081118494
HCG18	-0.23460968
EFTUD1	0.97221464
	-0.62861645
TRAF1	-0.9702972
	0.42570865
XLOC_l2_008047	-0.06789115
	0.07965209
	-0.050604723
COQ10B	1.3308069
XLOC_010468	0.07993264
FBLN2	-3.4042892
NIPSNAP3B	-0.57749784
ABCB4	-1.1692944
MESDC2	0.19273378
XLOC_l2_002433	-0.42463493
CAMK2D	1.2915196
FAM166A	0.08278056
CACYBP	-0.13165754
XLOC_006735	0.083813496
XLOC_010390	1.1197267
PTAFR	-2.5220697
TSPYL2	0.72873443
GSN	-2.8074179
XLOC_l2_014697	1.7294178
	0.08898277
DNAJC10	0.6573649
XLOC_003803	1.1395068
P39194	-1.2663611
MS4A6A	-2.2220879
LOC100131354	1.1356382
FANK1	-0.9545971
TAF15	0.42818734
LOC100128126	-0.10509687
GDF2	0.21515821
IDH3A	0.6646672
IL6ST	-1.5029478
CXXC1	-0.016163796
LOC100287852	0.8989582
XLOC_002035	0.16794302
OR9A2	0.10313362
FSTL4	2.4029465
XLOC_000256	0.10513994
BFSP2	-4.359283
SPRY1	0.36314097
MUC6	2.2712455
XLOC_005384	0.110295795
UBE2D3	0.98063284
XLOC_l2_009198	0.1134899
EPPK1	3.0715265
TNRC6C	0.9261437
XLOC_001738	0.11778656
XLOC_009926	1.9006665
	0.12105221
XLOC_014057	0.122164145
MUC3A	0.12326276
ALDH4A1	-0.28988642
XLOC_011081	-0.7622162
HLA-F	-1.3628672
	0.9221334
	0.12884252
SCAI	-1.1067076
LOC338651	1.0803932
KIF5B	1.6022681
XLOC_l2_006025	0.1333409
MRVI1	-3.5913167
LOC283270	-0.03682327
FAM86A	0.4414825
CLLU1	0.14115372
XLOC_010918	-2.5172076
XLOC_l2_003840	0.14453626
SBNO2	0.5380679
XLOC_006852	-1.4258878
C21orf7	0.38728467
XLOC_008371	0.14911819
PEAK1	-1.3943853
SNORA79	0.47034025
XLOC_008774	0.15372102
LOC100505550	0.4439764
XLOC_l2_015306	-0.099264085
GSPT2	-0.4562598
XLOC_009185	0.15842988
	0.15961808
OBSCN	-0.30466083
XLOC_007463	0.1619822
ELOVL2	-6.977921
PPTC7	0.7521868
PELI3	-0.4418574
XLOC_l2_015098	1.1327357
XLOC_008433	0.9831931
C19orf75	0.1706629
FOLR4	0.17193969
XLOC_010927	0.17323245
DHPS	0.5022936
XLOC_l2_012791	0.60200965
LOC100287160	1.3274559
XLOC_007556	-0.6284109
IRF2BPL	-0.046373762
CYP26A1	-6.722879
	0.18408339
XLOC_l2_003270	-1.0822182
XLOC_005621	0.19150522
ZZEF1	-0.29537675
	0.19455864
ANKRD12	-0.41579235
XLOC_011507	0.41693074
XLOC_l2_012023	-0.8124982
XLOC_l2_015946	0.2011341
LOC100652752	0.13231553
EFCAB1	0.20817257
SKOR2	-0.28664297
Q41718	-0.12199607
XLOC_003678	0.12607124
HECW2	-4.1635957
XLOC_011281	0.12023471
C5orf63	1.0759377
LGALS9	0.7264953
XLOC_009537	0.113085255
RORB	-2.103836
KIAA1539	1.5751057
XLOC_001453	-0.63217604
XLOC_009215	0.10083347
	0.09749932
CTXN2	0.09591528
GPR68	-5.0365953
PPARGC1A	-0.014857289
	0.091780946
XLOC_009223	0.28611085
ARL17A	-1.4927291
CSAG1	-0.7689208
CTDSPL2	-0.020344632
HIST2H2AB	-0.93312556
	3.5629048
EXOC6B	1.6142783
TRPM5	0.024000142
TMEM108	-3.1554863
XLOC_002903	0.08078029
LOC643529	0.08053114
XLOC_010166	0.08034083
OR8K1	0.08020516
LOC255187	2.3707683
XRCC5	0.39893907
LOC100507308	0.08008282
GPC6	-3.8091395
FMO4	1.0042529
XLOC_010248	0.080769226
XLOC_012654	0.08132755
PKN2	0.7112969
LOC100129550	-1.0456314
XLOC_004105	0.082880266
NMB	1.3368893
ALDH7A1	-0.38044122
XLOC_007952	0.08437259
NEK10	-1.5612745
C3orf75	-0.38043305
MGC15705	-0.13770507
XLOC_001543	0.271839
PUS1	0.78708935
KIAA1024L	0.81523377
HIST1H3C	0.6565723
MPRIP	1.560933
MCF2L2	0.09196249
LOC100132147	1.6056999
CEP250	0.15201756
SLC4A9	-0.8328679
PARP9	0.16878504
	-0.124424055
LOC100505717	-0.95486546
PSMG4	-0.31401655
	-0.81727034
FUNDC2P2	-0.88323015
ZNF8	-0.13169967
SCNN1D	-0.2178145
XLOC_004249	0.104803324
CHST11	-2.7366838
	0.10683495
SCD5	0.10786724
XLOC_008661	0.31945273
	0.64350885
CHCHD6	0.47192943
	0.11203743
RBMX	0.8917418
WDR74	-0.023071293
UFSP1	1.1128942
MIF4GD	0.6226931
RASL11A	2.466107
LOC100507195	0.11954293
OSTalpha	-4.511621
LOC100129572	-0.094228044
LOC100134937	-1.501789
FUZ	-3.0741675
FCHSD2	-0.53260326
TMOD2	-1.9329108
CNTFR	-0.97200495
LOC641518	-1.639375
	0.2866463
EFCAB11	-0.45170113
LRRC31	4.1022086
DAZ1	0.13500388
RBP1	-3.6617916
XLOC_007453	0.13837868
TTTY18	-0.0980506
GLUD2	-0.07254989
GNPAT	-0.031566635
MRAP2	-6.0266643
FGF22	0.70699584
LOC100628307	0.14627391
NXF1	-0.19717976
XLOC_013877	1.6107054
ZNF259P1	-0.17031915
NSF	-0.6270857
FLJ31183	-0.9556598
XLOC_l2_008692	-1.1174041
XLOC_012720	0.15664093
C12orf37	0.15781458
XLOC_009199	-0.22396362
CLCN4	2.1497633
GJA9	0.16257097
LACTB2	1.2614297
XLOC_l2_007707	0.16745521
	-0.40939525
XLOC_004466	0.16994733
SNHG8	0.17121437
XLOC_005869	0.6749639
SLC38A2	-1.1861496
NOL11	0.007582532
THBS4	-0.677173
MTRF1L	0.21640588
	0.18324268
PTPLA	-1.6588823
ARHGAP32	1.1578866
LOC503519	0.1890071
XLOC_008768	2.8889308
LIM2	-0.73885435
	-0.079946056
C1orf168	-1.4871429
SIRT3	-0.1430844
XLOC_007240	1.1877651
XLOC_008997	0.39556736
FLJ30838	0.70732164
DLG5	0.32713032
LDHB	-0.14183608
LOC728052	0.28856462
XLOC_000829	-0.34310907
PTPN3	2.5841727
XLOC_004277	0.12272738
	-0.79255855
SNORA74A	0.7893253
XLOC_009000	0.8704723
EGFEM1P	-0.18837935
SSNA1	1.0331783
FABP5	1.5454111
XLOC_011946	0.09892328
ADRM1	1.1246538
XLOC_006825	0.09439458
SOX30	0.093052566
	-1.0030183
XLOC_003629	0.09063759
XLOC_l2_002100	0.08947747
RNFT1	-0.80152994
IARS2	-0.3949509
ICT1	0.45513728
MAGEA8	-3.0230725
	0.75744057
AGGF1	-0.6359128
	0.08309946
PHOX2A	0.08257577
SSX1	-2.9532063
	-1.5543672
	0.45467255
XLOC_011346	0.081086464
	0.08090013
LOC285300	-0.6478015
LOC100130097	1.2071317
ILDR2	0.08051227
RDH12	-1.9736642
	-0.43192616
C8orf73	0.99436
LOC100287944	0.08084322
CCDC41	1.0449524
XLOC_l2_008200	0.082195505
	-3.6098917
	-0.5330687
HNRNPA1L2	-0.4817229
ETV3	0.4594466
LYRM2	1.538311
ARGLU1	0.10046393
C2orf56	0.070908554
RBM12B	0.9230452
HHATL	0.27060816
PCGF3	0.28280637
XLOC_004923	1.2742095
KLRG1	0.09261683
TMEM99	-0.74722624
	0.14516641
C8orf74	1.9085301
CYB561D2	1.1153022
XLOC_001809	-0.109680794
C3orf52	2.1476488
XLOC_010467	0.10157019
GTF3C4	0.59497887
BRD3	-0.5761356
LOC100507484	1.9934814
XLOC_000197	0.10652237
	-0.055303127
XLOC_l2_001462	0.1085964
GIT1	1.5943698
	0.61494803
XLOC_l2_011969	-1.390631
RNU2-2	-1.8120128
LOC283387	0.12827301
XLOC_008269	0.116973065
C11orf92	5.0247426
XLOC_l2_011309	0.119096585
APBA2	-3.2900252
C1orf49	1.3908108
C14orf45	-2.5344229
C10orf140	-2.45289
XLOC_004804	-3.926355
LOC100128420	2.7577968
MYO9A	-0.400568
XLOC_006391	0.13008787
CRYGA	-0.20442869
ProSAPiP1	2.3479528
XLOC_001846	0.13453834
XLOC_013682	0.13565059
SLC6A15	-3.9159355
LOC100506190	1.0730437
XLOC_l2_002767	0.49791154
XLOC_003927	0.1401144
GLRA2	0.14123856
XLOC_011694	0.1434838
OSBPL8	0.88751227
PKIG	0.89406824
SEZ6	-0.45172417
LOC728724	-5.438444
	-0.6062761
ATP2B2	0.15143731
	0.15373586
CHRNA1	0.15489057
MPRIP	3.0131931
XLOC_012322	0.15721554
C3orf38	0.39228246
LOC286467	-0.06651833
MRPL28	0.34714594
XLOC_l2_010319	1.3485518
XLOC_013299	0.16555907
PCLO	0.1680191
IER5L	0.051154166
DSC1	0.17051649
ATP5G2	-0.7478103
EPHA3	0.17306024
FAM154B	0.17434102
SP2	0.7747144
SETD7	1.595664
XLOC_002249	1.695277
TMEM135	2.022552
RDH8	0.18102483
DDX50	1.0174161
XLOC_001776	0.18522555
LOC100507242	0.18666606
LOC100127885	-0.84998596
XLOC_003531	0.1895964
SLC30A4	-4.1735554
LOC143666	1.4340758
ABCB9	-0.5100308
XLOC_003142	0.19901986
LOC574538	0.20068178
LPGAT1	0.9325599
MYH1	4.054276
XLOC_007393	0.20594862
XLOC_004323	-0.18870547
SV2A	-1.0582938
XLOC_011680	0.6687238
SLC23A2	-0.8638548
MRPS28	-0.27413565
NRG1	-3.5152493
